rf|a_ml_sem_ontologia,hgb|a_ml_sem_ontologia,mlp|a_ml_sem_ontologia,logreg|a_ml_sem_ontologia,rf|b_ontologia_sem_related,hgb|b_ontologia_sem_related,mlp|b_ontologia_sem_related,logreg|b_ontologia_sem_related,rf|c_so_network_proximity,hgb|c_so_network_proximity,mlp|c_so_network_proximity,logreg|c_so_network_proximity,rf|d_completo,hgb|d_completo,mlp|d_completo,logreg|d_completo,K,seed
0.4961055555555556,0.4910777777777777,0.5138444444444444,0.46287777777777783,0.4859111111111111,0.4910777777777777,0.4648111111111112,0.46287777777777783,0.6678722222222222,0.6505000000000001,0.6745555555555556,0.6587444444444445,0.9806,0.9810333333333333,0.9630000000000001,0.9588333333333334,1000,15
0.5268611111111111,0.5297277777777778,0.5146555555555555,0.5055888888888889,0.5274055555555556,0.5297277777777778,0.48392222222222225,0.5055888888888889,0.6824666666666667,0.6510666666666667,0.6743222222222223,0.6772555555555555,0.9746611111111112,0.9841222222222222,0.9606444444444444,0.9652555555555556,1000,16
0.5315,0.5362666666666667,0.5127666666666666,0.5267222222222222,0.527538888888889,0.5362666666666667,0.4861666666666667,0.5267222222222222,0.6509055555555555,0.6522222222222223,0.6665333333333333,0.6651,0.9698111111111112,0.9729555555555556,0.9459333333333333,0.9458444444444444,1000,17
0.5095222222222222,0.510588888888889,0.5102111111111111,0.4952444444444444,0.49895,0.510588888888889,0.5008222222222223,0.4952444444444444,0.679238888888889,0.6848666666666666,0.671388888888889,0.6482111111111111,0.9778222222222223,0.9737222222222222,0.9540222222222222,0.9650444444444445,1000,18
0.51315,0.5223277777777778,0.5387444444444445,0.5532555555555556,0.5115944444444445,0.5223277777777778,0.4958555555555556,0.5532555555555556,0.646561111111111,0.6422222222222222,0.6357666666666666,0.6806777777777777,0.9735055555555557,0.9765666666666667,0.9483333333333334,0.9599222222222222,1000,19
0.4810888888888889,0.4710944444444445,0.48392222222222225,0.46391111111111116,0.49060000000000004,0.4710944444444445,0.46690000000000004,0.46391111111111116,0.6932611111111111,0.6781277777777779,0.6565888888888888,0.6734333333333333,0.9759111111111112,0.9757666666666667,0.9509111111111112,0.9573444444444446,1000,20
0.5112833333333333,0.5284666666666666,0.48534444444444447,0.4979222222222222,0.4903944444444444,0.5284666666666666,0.5213222222222222,0.4979222222222222,0.6461722222222223,0.672988888888889,0.6702444444444444,0.6836,0.9688499999999999,0.9697888888888889,0.9593777777777779,0.9610222222222223,1000,21
0.4824888888888888,0.46821666666666667,0.46514444444444447,0.4667444444444445,0.48198888888888886,0.46821666666666667,0.4784,0.4667444444444445,0.6667833333333334,0.6413611111111112,0.6794777777777777,0.674611111111111,0.9743,0.9782222222222223,0.9630111111111112,0.9655777777777778,1000,22
0.5190333333333335,0.5040722222222223,0.515,0.5168333333333334,0.5208388888888889,0.5040722222222223,0.49470000000000003,0.5168333333333334,0.6813444444444445,0.6486944444444445,0.6070555555555556,0.6545555555555556,0.9795722222222223,0.9857333333333332,0.9686888888888888,0.9692333333333332,1000,23
0.4960722222222222,0.4979944444444444,0.4980111111111111,0.5349444444444444,0.5015444444444445,0.4979944444444444,0.4938444444444445,0.5349444444444444,0.6533111111111112,0.6454888888888889,0.6516888888888889,0.6549444444444446,0.9769666666666666,0.9817777777777777,0.9472,0.9668999999999999,1000,24
0.4962277777777777,0.5127222222222222,0.5184555555555556,0.4865111111111111,0.5036277777777779,0.5127222222222222,0.4875555555555555,0.4865111111111111,0.6037555555555556,0.6192333333333333,0.6472111111111112,0.6508222222222222,0.9664,0.9709,0.9610555555555556,0.9520333333333333,1000,25
0.4650888888888889,0.4818888888888889,0.4705555555555556,0.5274333333333333,0.47132222222222225,0.4818888888888889,0.49806666666666666,0.5274333333333333,0.6607722222222221,0.6654333333333333,0.7028333333333333,0.7045111111111111,0.9778055555555556,0.9798555555555557,0.9337333333333333,0.9557444444444445,1000,26
0.4849111111111111,0.48326111111111114,0.5232888888888889,0.5034444444444445,0.4985222222222223,0.48326111111111114,0.5055000000000001,0.5034444444444445,0.6702444444444445,0.6455444444444445,0.7131222222222222,0.7024,0.9886166666666666,0.9883111111111111,0.9793444444444446,0.9791555555555556,1000,27
