a_ml_sem_ontologia,b_ontologia_sem_related,c_so_network_proximity,d_completo,mit_attack_cov,mit_collateral,mit_ja4_in_scope,enr_attack_cov,enr_collateral,enr_ja4_in_scope,enr_n_ja4,mit_global_collateral,benign_head_share,benign_ja4_distinct,share_ja4_attack,share_ja4_benign,ja4_overlap,alpha,stacks,adversarial,K,seed
0.5142666666666666,0.5095777777777778,0.6276555555555555,0.78475,0.182,0.398,True,0.178,0.031,True,1,1.0,0.398,126,280.917,305.945,5,1.5,5,True,1000,8
0.49249999999999994,0.4963388888888889,0.6632,0.7982499999999999,0.196,0.389,True,0.177,0.034,True,1,1.0,0.389,134,301.85,314.224,5,1.5,5,True,1000,9
0.5080388888888889,0.51115,0.6614777777777778,0.7990111111111111,0.173,0.405,True,0.178,0.036,True,1,1.0,0.405,127,285.496,312.368,5,1.5,5,True,1000,10
0.4795722222222222,0.4632444444444445,0.6292333333333334,0.7994666666666668,0.172,0.393,True,0.167,0.038,True,1,1.0,0.393,138,276.331,295.487,5,1.5,5,True,1000,11
0.48282222222222226,0.48964444444444444,0.6649000000000003,0.8293166666666667,0.19,0.394,True,0.158,0.031,True,1,1.0,0.394,108,285.214,304.122,5,1.5,5,True,1000,12
0.45949999999999996,0.4665055555555555,0.6533388888888889,0.8137833333333334,0.188,0.394,True,0.184,0.045,True,1,1.0,0.394,113,287.418,311.9,5,1.5,5,True,1000,13
0.4978833333333333,0.4949611111111111,0.6374111111111113,0.7971277777777779,0.181,0.365,True,0.17,0.037,True,1,1.0,0.365,141,284.585,290.747,5,1.5,5,True,1000,14
0.49069444444444443,0.48794999999999994,0.6807222222222222,0.8393277777777778,0.185,0.378,True,0.199,0.031,True,1,1.0,0.378,141,281.91,292.082,5,1.5,5,True,1000,15
0.524188888888889,0.5224055555555556,0.6545777777777778,0.8729055555555555,0.037,0.412,True,0.266,0.046,True,8,1.0,0.412,117,63.788,228.88,24,1.5,25,True,1000,1
0.4952388888888889,0.5012611111111112,0.6416,0.8708111111111111,0.029,0.424,True,0.307,0.043,True,8,1.0,0.424,124,61.62,234.728,25,1.5,25,True,1000,2
0.5239444444444445,0.5149055555555556,0.6727611111111113,0.8770944444444445,0.035,0.379,True,0.309,0.033,True,8,1.0,0.379,123,62.992,207.376,24,1.5,25,True,1000,3
0.5058111111111111,0.49512222222222224,0.6876944444444445,0.8714333333333333,0.039,0.363,True,0.34,0.045,True,9,1.0,0.363,127,67.637,195.271,25,1.5,25,True,1000,4
0.4923833333333333,0.4892222222222223,0.6337722222222222,0.841661111111111,0.041,0.415,True,0.317,0.032,True,9,1.0,0.415,125,65.531,229.937,25,1.5,25,True,1000,5
0.50345,0.50045,0.645411111111111,0.8752444444444446,0.033,0.385,True,0.241,0.036,True,7,1.0,0.385,127,61.303,204.973,24,1.5,25,True,1000,6
0.5250388888888889,0.5275666666666667,0.669688888888889,0.8623777777777779,0.034,0.356,True,0.344,0.044,True,9,1.0,0.356,133,63.478,188.308,25,1.5,25,True,1000,7
0.47130555555555553,0.4666111111111111,0.6352944444444444,0.82375,0.041,0.398,True,0.265,0.025,True,7,1.0,0.398,126,65.603,217.955,24,1.5,25,True,1000,8
0.5212888888888889,0.5002833333333333,0.6494388888888889,0.8532277777777777,0.038,0.389,True,0.307,0.036,True,8,1.0,0.389,134,65.033,214.039,25,1.5,25,True,1000,9
0.4959944444444444,0.5001222222222222,0.6279722222222223,0.8672388888888888,0.04,0.405,True,0.26,0.028,True,7,1.0,0.405,127,65.872,222.68,25,1.5,25,True,1000,10
0.50775,0.5082111111111111,0.7005722222222223,0.8962666666666668,0.033,0.393,True,0.307,0.037,True,8,1.0,0.393,138,62.071,206.193,25,1.5,25,True,1000,11
0.49679444444444454,0.50315,0.6749777777777778,0.8850777777777777,0.04,0.394,True,0.284,0.043,True,8,1.0,0.394,108,64.752,212.95,25,1.5,25,True,1000,12
0.49802222222222226,0.4883222222222222,0.6152777777777779,0.8423111111111112,0.026,0.394,True,0.381,0.049,True,10,1.0,0.394,113,60.814,212.702,25,1.5,25,True,1000,13
0.5103777777777778,0.5046222222222223,0.6611833333333335,0.8284333333333334,0.035,0.365,True,0.316,0.031,True,9,1.0,0.365,141,64.009,197.413,25,1.5,25,True,1000,14
0.4689222222222223,0.4606777777777778,0.6674055555555556,0.8559055555555556,0.039,0.378,True,0.317,0.039,True,9,1.0,0.378,141,64.093,199.259,25,1.5,25,True,1000,15
0.524188888888889,0.5224055555555556,0.6545777777777778,0.9220333333333334,0.037,0.622,True,0.531,0.033,True,15,1.0,0.622,39,67.108,445.224,22,2.0,25,True,1000,1
0.4952388888888889,0.5012611111111112,0.6416,0.9267666666666666,0.029,0.64,True,0.53,0.034,True,14,1.0,0.64,36,64.098,458.558,22,2.0,25,True,1000,2
0.5239444444444445,0.5149055555555556,0.6727611111111113,0.9301555555555556,0.035,0.614,True,0.491,0.027,True,14,1.0,0.614,43,66.802,440.78,23,2.0,25,True,1000,3
0.5058111111111111,0.49512222222222224,0.6876944444444445,0.9231111111111111,0.039,0.584,True,0.514,0.035,True,14,1.0,0.584,45,72.945,410.291,24,2.0,25,True,1000,4
