f1,precision,recall,auc,collateral_fpr_benign,dataset,attack,config,n_attack,n_benign
0.5229202037351444,0.532871972318339,0.5133333333333333,0.5379333333333334,0.45,stealth,ATTACK,a_ml_sem_ontologia,1000,1000
0.9664429530201343,0.972972972972973,0.96,0.9948722222222223,0.02666666666666667,stealth,ATTACK,d_completo,1000,1000
