f1,precision,recall,auc,collateral_fpr_benign,dataset,attack,config,n_attack,n_benign
0.14985590778097982,0.5531914893617021,0.08666666666666667,0.5115555555555555,0.07,stealth,ATTACK,a_ml_sem_ontologia,1000,1000
0.9761904761904762,0.9965277777777778,0.9566666666666667,0.9957444444444443,0.0033333333333333335,stealth,ATTACK,d_completo,1000,1000
